event_id,team_id,player_id,overrun,nutmeg,outcome_id,outcome_name,no touch,team_name,player_name,match_id,season_name,competition_name
902e0f6b-6a2f-4248-a727-5e548640abb0,105,40337,False,False,8,Complete,False,Portsmouth,Yakubu Aiyegbeni,3749274,2003/2004,Premier League
34792167-54cc-46d1-b9b9-2872b79133f2,105,376518,False,False,8,Complete,False,Portsmouth,Trésor Lomana LuaLua,3749274,2003/2004,Premier League
a1d44333-f559-4fb4-8a27-46ee720e6082,105,40343,False,False,8,Complete,False,Portsmouth,Amdy Moustapha Faye,3749274,2003/2004,Premier League
cfd0538c-b00b-4537-91d3-7895a6223c1c,105,376518,True,False,9,Incomplete,False,Portsmouth,Trésor Lomana LuaLua,3749274,2003/2004,Premier League
0af04d34-7169-4b2e-86f5-05c0db83e30a,1,15516,False,False,8,Complete,False,Arsenal,Thierry Henry,3749274,2003/2004,Premier League
b4b85d80-3510-4a74-b740-a8aa4eaddbfc,105,4357,True,True,9,Incomplete,False,Portsmouth,Matthew Taylor,3749274,2003/2004,Premier League
f40e8764-af1a-4359-b85f-5ba142b11aa9,105,40337,False,False,8,Complete,False,Portsmouth,Yakubu Aiyegbeni,3749274,2003/2004,Premier League
013bf366-b1d8-48c7-a291-aba59915d0bd,1,376521,False,False,8,Complete,False,Arsenal,David Bentley,3749274,2003/2004,Premier League
9ece9156-c07d-44cd-808c-fc75794e8f39,1,23816,False,False,8,Complete,False,Arsenal,José Antonio Reyes Calderón,3749274,2003/2004,Premier League
e627d395-34a8-468b-beae-2ea5d12eab94,105,376518,False,False,9,Incomplete,False,Portsmouth,Trésor Lomana LuaLua,3749274,2003/2004,Premier League
a25ce796-572b-4f23-8f64-7da33c1ec5eb,1,23816,False,False,8,Complete,False,Arsenal,José Antonio Reyes Calderón,3749274,2003/2004,Premier League
e7257c09-ea6e-405f-9f83-f0f5888e86e1,1,15516,False,False,8,Complete,False,Arsenal,Thierry Henry,3749274,2003/2004,Premier League
7340788c-9f21-4081-a12d-a91d7b6fd317,1,376521,False,False,8,Complete,False,Arsenal,David Bentley,3749274,2003/2004,Premier League
5846421a-8da7-48c6-9c4b-1b9db4520bab,1,376521,False,False,8,Complete,False,Arsenal,David Bentley,3749274,2003/2004,Premier League
da76eb75-6f62-40e4-82ba-d947eaab6764,105,376518,False,False,8,Complete,False,Portsmouth,Trésor Lomana LuaLua,3749274,2003/2004,Premier League
